car_id,model,version_extracted,year,price_million,odo,gearbox,fuel,body_type_clean,origin_clean,exterior_color,is_single_owner,seats_clean,image_folder,description
p25_s13_1774763636,Mazda 6,Unknown,2000.0,60.0,999999.0,Số sàn,Xăng,Kiểu dáng khác,Nhật Bản,Đen,False,5,car_p25_s13_1774763636,"Mazda 626 màu đen, xe 5 chỗ, thiết kế cổ điển, động cơ bền bỉ.   - Xe chạy êm, ít hỏng vặt.   - Phù hợp cho người thích xe đời cũ, dễ sửa chữa."
p42_s14_1774767270,Mazda Other,Unknown,2000.0,32.0,290000.0,Số sàn,Xăng,Sedan,Việt Nam,Đen,False,5,car_p42_s14_1774767270,kiểm mới máy số êm ái nhẹ nhàn  xe như hình bao chạy xa xem xe gần khu du lịch đại nam  ***
p26_s1_1774763708,Mazda 6,Unknown,2001.0,65.0,200000.0,Số sàn,Xăng,Sedan,Việt Nam,Khác,False,5,car_p26_s1_1774763708,Mazda 626 2001 Máy móc êm. Gương kính chỉnh điện đầy đủ. Mới đăng kiểm mức 5.
p34_s16_1774765631,Mazda 3,MT,2001.0,39.0,350000.0,Số sàn,Xăng,Sedan,Nhật Bản,Bạc,False,5,car_p34_s16_1774765631,xe sạch đẹp kiểm mới nội thất tươi xanh máy mới làm bao chạy đường dài cho ae yên tâm  bao hành máy móc 3 tháng cho ae sử dụng zalo em xem xe bình dương
p35_s0_1774765672,Mazda 6,Unknown,2001.0,42.0,198000.0,Số sàn,Xăng,Sedan,Khác,Xám,False,5,car_p35_s0_1774765672,bán xe mada626 xe đep bao chay bắc nam lạnh lẻo màn hình adroi a e nào mua vê tập lái alo nhé
p41_s5_1774766952,Mazda 6,Unknown,2001.0,70.0,200000.0,Số sàn,Xăng,Sedan,Khác,Xám,False,5,car_p41_s5_1774766952,"mazda 626 2001 mới đăng kiểm,máy,điều hòa bao êm,giá 70tr cho ae về đi tết"
p42_s13_1774767262,Mazda 6,Unknown,2002.0,60.0,10245.0,Số sàn,Xăng,Sedan,Nhật Bản,Khác,False,5,car_p42_s13_1774767262,Xe chạy tốt. Mọi chức năng ok. Bán lại cho ae chạy tết
p16_s7_1774759536,Mazda 6,2.0MT,2003.0,128.0,360000.0,Số sàn,Xăng,Sedan,Khác,Cam,True,5,car_p16_s7_1774759536,Bán xe mazda6 2003 MT 2.0 tặg đôi dép tổ ôg với bình xăg đầy🫢🤪. 100km 7.8L . Tình trạng máy nổ êm như chó🫢. Máy lạnh siêu lạnh lock êm ru. Keo chỉ zin. Sơn đẹp. Gầm đẹp .đồ chơi nhìu. Ảndroi 9.0 oles p450 sịn. Viêtmap s2 cảh báo tốc độ phạt nguội... camde. Cam hành trình. Hiện tốc độ trên kính lái. Cảm biến lớp.... cảm ơn ace đã xem. Iu thích e nó bốc máy alo e nha. Chíh chủ. Xem xe tại trung tâm dầu tiếng HCM mới🤪🫰🫶🫶🫶
p22_s10_1774760956,Mazda 6,Unknown,2003.0,85.0,999000.0,Số sàn,Xăng,Sedan,Việt Nam,Khác,True,5,car_p22_s10_1774760956,"Mazda 626 2003 bản đủ ABS túi khí, larang đúc, vô lăng 4 chấu. Đăng kiểm 05/2026 Chính chủ, đi ít cất nhiều Lốp mới cả dàn Nhượng lại cho ae chăm sóc đam mê Giá mong muốn 85tr, xe ở Việt Trì, Phú Thọ Sdt (zalo) ***"
p26_s6_1774763762,Mazda 3,MT,2003.0,85.0,5000.0,Số sàn,Xăng,Sedan,Khác,Xanh,False,5,car_p26_s6_1774763762,"Mazda 323 màu xanh, số sàn, xe nguyên bản.  - Xe giữ gìn cẩn thận, máy móc ổn định.  - Giá hợp lý."
p33_s10_1774765391,Mazda 6,Unknown,2003.0,110.0,232552.0,Số sàn,Xăng,Sedan,Việt Nam,Đen,False,5,car_p33_s10_1774765391,"Mazda 6 2003 màu đen, xe 5 chỗ, dùng nhiên liệu xăng.   - Thiết kế sang trọng, nội thất rộng rãi.   - Vận hành êm ái.  - Xe giữ gìn cẩn thận, sẵn sàng sử dụng. - Cam lùi, màn apple carplay, gương kính chỉnh điện"
p37_s15_1774766194,Mazda 3,Unknown,2003.0,60.0,200000.0,Số sàn,Xăng,Sedan,Nhật Bản,Đen,False,5,car_p37_s15_1774766194,"Cần tiền bán gấp Mazda 323 đời 2003,mọi chức năng hoạt động ok, đi xa tốt..xe vừa hết đk..,xe e bán giấy tay bao tranh chấp nên ngày nghỉ anh chị đến mua bán vẫn được nhé..., máy chạy khỏe nên a chị lấy về đi gia đình hay tập chạy tập lái là quá OK..,xem xe ở Củ Chi, TP HCM... Anh chị em nào cần thì liên hệ với e qua sđt: ***  Em cảm ơn"
p44_s9_1774767607,Mazda 6,Unknown,2003.0,95.0,168000.0,Số sàn,Xăng,Sedan,Việt Nam,Khác,True,5,car_p44_s9_1774767607,"Cân bán xe Mazda 626 sx 2003 bản đủ phanh ABS túi khí an toan… Xe đăng ký tên tư nhân chính chủ Xe Đẹp Không Lỗi Lầm ,máy kim phun,khung gầm chắc,máy móc êm điều hoà mát lạnh, khám dài lốp đẹp,Mới bảo dưỡng ae sẵn về đi"
p2_s21_1774726589,Mazda 3,1.6 AT,2004.0,155.0,100000.0,Tự động,Xăng,Sedan,Nhật Bản,Bạc,True,5,car_p2_s21_1774726589,"Mazda 3 đời 2004 màu bạc, một chủ từ đầu, xe giữ gìn cẩn thận.  - Xe không đâm đụng, không ngập nước, máy số êm ru.  - Điều hòa mát lạnh, nội thất sạch sẽ.  - Trang bị đầy đủ phụ kiện: ghế da, lót sàn, camera lùi, camera hành trình, màn hình DVD, 4 lốp mới, mâm đúc.  - Xe sẵn sàng lăn bánh.  Xem xe: 84 Phạm Hùng, Hoà Xuân, Đà Nẵng"
p6_s12_1774727361,Mazda Other,AT,2004.0,98.0,170000.0,Tự động,Xăng,Unknown,Khác,Xanh,False,7,car_p6_s12_1774727361,7 chỗ số tự động 1.8 tiết kiệm nhiên liệu.xe nhỏ gọn cho a/e đi gia đình. xe đã trang bị màn hình cam lùi cam hành trình đầy đủ. đồng sơn máy móc Nội thất còn đẹp như mới.xe mới bảo dưỡng đã đi chơi Tết hơn 1500km .xem xe tai nhà sau giờ hành chánh. bao ký giấy mua bán cho a/e luôn ạ.
p16_s0_1774759446,Mazda 6,2.0 MT,2004.0,120.0,100000.0,Số sàn,Xăng,Sedan,Việt Nam,Đen,False,5,car_p16_s0_1774759446,"Siêu phẩm vượt thời Giang Mazda 6 2004 ( giấy tờ chuẩn chỉnh)  Xe gia đình máy số bốc, êm ru, điều hòa mát lạnh  Xem xe: 84 Phạm Hùng, Hoà Xuân, Đà Nẵng"
p18_s11_1774760056,Mazda 3,AT,2004.0,125.0,160000.0,Tự động,Xăng,Sedan,Khác,Đen,False,5,car_p18_s11_1774760056,"Mazda 3 2004 số tự động. Xe đẹp máy số k lỗi. Gầm bệ êm, nội thất sạch sẽ động cơ 1.6 tiết kiệm nhiên liệu. Dòng xe nhật bền lành tiết kiệm nhiên liệu. Uỷ quyền sang tên ok"
p18_s12_1774760068,Mazda 3,MT,2004.0,115.0,250000.0,Số sàn,Xăng,Sedan,Khác,Bạc,True,5,car_p18_s12_1774760068,"Mazda 3 sx 2004 số sàn. Xe đã bảo dưỡng toàn bộ từ máy số, gầm bệ, sơn mới. Chạy êm ru gầm bệ chắc nịch, Bao chạy bắc nam.. Đăng kiểm dài, chính chủ ký uỷ quyền or mua bán."
p19_s16_1774760359,Mazda 3,1.6 AT,2004.0,139.0,160000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,False,5,car_p19_s16_1774760359,"Bán xe mazda3 2004 máy nổ còi kêu 4 bánh quay đều, mọi chức năng hoạt động bình thường, xe chạy ngon, máy số em, điều hoà mát, máy lạnh rét hơn sapa.giá có bớt nhẹ, xem xe tại Tam Kỳ!"
p24_s0_1774761302,Mazda 3,1.6 AT,2004.0,149.0,155000.0,Tự động,Xăng,Sedan,Việt Nam,Đen,False,5,car_p24_s0_1774761302,Cần bán xe : Mazda 3 số tự sx 2004 máy zin nắp cò chưa ra : xe mới dọn trong tết gần 20 tr : hộp số zin bao mượt : xe mới đi 155 ngàn km : xe chay 100 km hown 4 lit xang bao tess : xe phan khuc C : xe gốc tp gd chia lại cho ng nhà ở Đx : mình bán bao kí bao rút hồ sơ : hổ trợ ra tên : muốn uỷ quyền đi cũng dc : xe mới đk trong tết đk 1 lần là đậu ngay : xem xe chợ bến súc p tây nam tp hcm Bd củ giáp ranh địa đạo củ chi : bao ship có đổi các loại xe
p24_s1_1774761314,Mazda 3,1.6 AT,2004.0,130.0,100000.0,Số sàn,Xăng,Sedan,Việt Nam,Khác,False,5,car_p24_s1_1774761314,Cần bán gấp xe cop nha ae gia rat hop li cho ae ve chay gia dinh dich vu
p36_s8_1774765956,Mazda 3,Unknown,2004.0,110.0,123000.0,Số sàn,Xăng,Sedan,Khác,Trắng,True,5,car_p36_s8_1774765956,"Cần bán xe mazda như hình, máy móc em ru, không lỗi lầm. Xe gia đình chạy kĩ, ngoại hình đẹp. Xe chính chủ sang tên nhanh chóng"
p43_s9_1774767422,Mazda 3,1.6 AT,2004.0,139.0,131000.0,Tự động,Xăng,Sedan,Nhật Bản,Đen,False,7,car_p43_s9_1774767422,Do nhu cầu đổi xe 7 chổ bán xe mazda 3 AT 2004 . Xe đi 131 000 km được trang bị màng hình Android và camera lùi hoặc động ổn định nguyên bản.
p45_s2_1774767784,Mazda 3,AT,2004.0,165.0,153000.0,Tự động,Xăng,Sedan,Việt Nam,Khác,False,5,car_p45_s2_1774767784,"Xe danh cho khach yeu xe zin cop xe moi don them gan 20 tr de di tet : Cần bán xe Mazda 3 số tự động 2004 xe nắp cò chưa ra máy zin êm , mọi chức năng hoặc động rất chuẩn tiếc kiệm xăng máy 1.6 cm phân khíc C bản đủ xe chạy cực kì chất : xem xe p tây nam tp hcm mới bd củ giáp ranh địa đạo củ chi : bán bao rút hồ sơ : hổ trợ ship xe và đổi các loại xe"
p1_s0_1774726144,Mazda 6,AT,2005.0,89.0,150000.0,Tự động,Xăng,Sedan,Nhật Bản,Bạc,False,5,car_p1_s0_1774726144,"Mazda 6 màu bạc, xe 5 chỗ, động cơ xăng, số tự động.   - Thiết kế sang trọng, nội thất rộng rãi.   - Xe nhập khẩu từ Nhật Bản, vận hành bền bỉ.   - Cảm giác lái êm ái, tiết kiệm nhiên liệu. - Không sang tên"
p2_s0_1774726369,Mazda 6,AT,2005.0,89.0,150000.0,Tự động,Xăng,Sedan,Nhật Bản,Bạc,False,5,car_p2_s0_1774726369,"Mazda 6 màu bạc, xe 5 chỗ, động cơ xăng, số tự động.   - Thiết kế sang trọng, nội thất rộng rãi.   - Xe nhập khẩu từ Nhật Bản, vận hành bền bỉ.   - Cảm giác lái êm ái, tiết kiệm nhiên liệu. - Không sang tên"
p10_s17_1774728140,Mazda 3,Unknown,2005.0,125.0,127848.0,Tự động,Xăng,Sedan,Khác,Vàng,False,5,car_p10_s17_1774728140,Mazda 3 đời 2005 máy 1.6 xe zin máy gầm chất khám mới các bác quan tâm lh
p11_s9_1774728252,Mazda 6,AT,2005.0,165.0,125000.0,Tự động,Xăng,Sedan,Việt Nam,Bạc,True,5,car_p11_s9_1774728252,"Xe đẹp máy số zin.sùn chỉ đủ.không đâm đụng ngập nước,bao test, đã bảo dưỡng full.đi êm mượt.gốc sg chính chủ bao ký rút.nội thất ngoại thất đẹp.màn Android,4 vỏ Michelin mới keng.bao test,bao đi bắc nam.ai có nhu cầu alo.tiếp người thiện chí.xem xe chợ búng."
p17_s2_1774759733,Mazda 6,2.3 AT,2005.0,165.0,130000.0,Tự động,Xăng,Sedan,Việt Nam,Bạc,True,5,car_p17_s2_1774759733,"Bán mazda 6 đời cuối 2005 số Tự Động.gốc sg chính chủ.full đồ chơi.4 vỏ michelin date 2024,màn hình Android,camera lùi,ghế điện,máy số zin sùn chỉ đủ.đã bảo dưỡng full. bao ký rút cho a chị.ai có nhu cầu alo nhé.xem xe cầu ngang Bình Dương cũ.thaanks"
p19_s13_1774760319,Mazda 6,AT,2005.0,165.0,125000.0,Tự động,Xăng,Sedan,Việt Nam,Bạc,True,5,car_p19_s13_1774760319,"Bán mazda 6 đời cuối 2005 số Tự Động.gốc sg chính chủ.full đồ chơi.4 vỏ michelin date 2024,màn hình Android,camera lùi,ghế điện,máy số zin sùn chỉ đủ.đã bảo dưỡng full. bao ký rút cho a chị.ai có nhu cầu alo nhé.thanks"
p26_s16_1774763857,Mazda 3,1.6 MT,2005.0,105.0,21000.0,Số sàn,Xăng,Sedan,Khác,Trắng,True,5,car_p26_s16_1774763857,"Chính chủ cần bán mazda 3 , 2005.bao kí rut hồ sơ.máy gầm đẹp, máy số bao zin, siêu lành , siêu bền bỉ,ae đúng chân alo: ***."
p32_s2_1774765097,Mazda 3,Unknown,2005.0,115.0,183393.0,Số sàn,Xăng,Sedan,Việt Nam,Bạc,True,4,car_p32_s2_1774765097,mazda3 2005 xe chính chủ xe đẹp  rin từ trong ra ngoài  giá bán 115tr ***
p46_s4_1774768048,Mazda Other,Unknown,2006.0,79.0,64000.0,Tự động,Xăng,Unknown,Khác,Bạc,False,5,car_p46_s4_1774768048,Xe đep khg loi Tất cả hd tốt  Bốn vỏ moi Khg muc mot Số tu đong doi 2006
p27_s3_1774763929,Mazda 3,2.0 MT,2009.0,195.0,186979.0,Số sàn,Xăng,Sedan,Đài Loan,Khác,False,4,car_p27_s3_1774763929,Xe đã sơn đẹp cả xe và dọn nội thất sạch sẽ máy số ngon các bác xem chạy thử e đảm bảo là ưng.  Vời tầm giá 200tr đây là chiếc xe xuất sắc nhất rồi ạ Xe không lỗi có check test mọi đơn vị ạ
p40_s12_1774766825,Mazda 3,Unknown,2009.0,180.0,70000.0,Tự động,Xăng,Sedan,Đài Loan,Bạc,False,5,car_p40_s12_1774766825,"Nhu cầu nâng đời xe nên mình bán xe Mazda 3 nhập khẩu nguyên chiếc Đài Loan. Xe không lỗi lầm, chưa từng va quệt hay ngập nước. Bao check. Máy, vỏ nguyên zin giá 180 triệu có ra lộc. Xem xe tại Hạ Long"
p44_s13_1774767657,Mazda Other,AT,2009.0,180.0,10000.0,Tự động,Xăng,Unknown,Nhật Bản,Cam,False,5,car_p44_s13_1774767657,"Mazda Tribute máy 2.3 số tự động,đầy đủ option  - Xe nhập khẩu từ Nhật Bản.   - Thiết kế mạnh mẽ, vận hành ổn định.   - Phù hợp cho gia đình, đi lại hàng ngày. Xe cam kết ko đâm đụng tai nạn,ko thuỷ kích,ngập nước Hỗ trợ mọi thủ tục pháp lí liên quan Tiếp khách mua thiện chí"
p4_s3_1774726848,Mazda 3,Unknown,2010.0,232.0,75000.0,Bán tự động,Xăng,Hatchback,Khác,Khác,False,5,car_p4_s3_1774726848,"Mazda 3 nhâpi khẩu 2010 bản full cửa nóc , vô lăng tích hợp, khung gầm máy móc nguyên bản , nội thất ghế da rin theo xe , màu tím rất đẹp nhẹ nhàng cảm giác lái thể thao tiếp khách thiện chí"
p33_s14_1774765432,Mazda 3,AT,2010.0,238.0,150000.0,Tự động,Xăng,Sedan,Khác,Xanh,False,5,car_p33_s14_1774765432,Madaz3 2010 số tự động  Đổi hoặc bán  Xe ko đâm va ngập nước máy số zin  Bao ship tận nhà
p38_s15_1774766412,Mazda 3,1.6 AT,2010.0,235.0,132000.0,Tự động,Xăng,Sedan,Đài Loan,Khác,False,5,car_p38_s15_1774766412,Đổi xe mới cần bán xe madaz 3 máy móc zin xe zin ko lổi ae mua về đi gd yên tâm
p48_s2_1774768503,Mazda 3,Unknown,2010.0,250.0,75000.0,Tự động,Xăng,Sedan,Đài Loan,Khác,False,5,car_p48_s2_1774768503,"bán mazda 3 nhập khẩu 2010 mẫu mới thể thao, màu tím khoai môn cực đẹp , xe rin hết máy số khung gầm zin tiếp khách thiện chi"
p4_s9_1774726906,Mazda 2,AT,2011.0,176.0,15000.0,Tự động,Xăng,Hatchback,Khác,Trắng,False,5,car_p4_s9_1774726906,"madaz2-2011 at xe máy số còn zin, độ màn cam 360 sẵn đi cho anh em. Xem xe tại Tân Xuân Hà Nội zalo ***. Hân hạnh phục vụ quý khách"
p16_s19_1774759681,Mazda 2,AT,2011.0,195.0,92000.0,Tự động,Xăng,SUV / Cross over,Khác,Trắng,False,5,car_p16_s19_1774759681,"Mazda2 đời 2011, odo 9,2 vạn km.  - Xe số tự động, màu trắng.  - Thiết kế nhỏ gọn, dễ di chuyển trong phố. Đời xe: Sản xuất 2011 Tình trạng: Odo 9.2v km (Xe chạy giữ gìn, bảo dưỡng đều, máy móc êm). Cam kết: Bao check test toàn quốc theo yêu cầu. Xe sẵn sử dụng, không cần tốn thêm chi phí bảo dưỡng.  Giá chào bán: 195 Triệu (Có thương lượng sâu cho anh em thiện chí)."
p18_s14_1774760090,Mazda Other,Unknown,2011.0,345.0,130000.0,Tự động,Xăng,Unknown,Khác,Đen,True,7,car_p18_s14_1774760090,"mazda cx9 2011 loai 2 cầu điên một chủ sử dụng từ mới cam kết xe đẹp từ ngoài vao trong không đâm va cấn đung chỗ nào chạy đúng km bảo dưỡng thường xuyên , máy bảy màu keo chỉ zin chay êm ,không có lõi nhỏ,cần bán cho nguòi hiểu loai xe nhâp cóTL cho nguòi thiên tr mua bán nhanh í"
p27_s11_1774764004,Mazda 3,1.6 MT Sedan,2011.0,195.0,130000.0,Số sàn,Xăng,Sedan,Nhật Bản,Trắng,True,5,car_p27_s11_1774764004,Mình cần nhượng lại xe mazda3 2011 nhập khẩu Nhật. Liên hệ chính chủ ***
p6_s7_1774727303,CX-5,2.0 AT,2012.0,379.0,90000.0,Tự động,Xăng,SUV / Cross over,Nhật Bản,Đỏ,False,5,car_p6_s7_1774727303,"Mazda CX-5 màu đỏ, xe 5 chỗ, nội thất ghế da sang trọng.  - Sx 2012 nhập Nhật , xe nhập đi đại chất   - Động cơ xăng vận hành êm ái.   - Thiết kế thể thao, mạnh mẽ.   - Xe gầm cao, di chuyển linh hoạt."
p10_s16_1774728134,Mazda 2,AT,2012.0,210.0,1000.0,Tự động,Xăng,Hatchback,Khác,Trắng,False,5,car_p10_s16_1774728134,"Bán Mazda 2 màu trắng, xe 5 chỗ, số tự động, dùng xăng.  - Thiết kế trẻ trung, nhỏ gọn, dễ di chuyển trong phố.  - Nội thất tiện nghi, vận hành êm ái.  - Xe giữ gìn cẩn thận,bảo dưỡng định kỳ"
p17_s5_1774759772,Mazda 2,1.5 AT,2012.0,235.0,100000.0,Tự động,Xăng,Hatchback,Việt Nam,Trắng,True,5,car_p17_s5_1774759772,Chính chủ cần bán Mazda 2 . 2012 số tự động . Xe đã bảo dưỡng tổng thể . Tình trạng xe . Máy số keo chỉ zin . Không đâm đụg ngập nước . Phía ngoài đã sơn lại nước sơn mới . Đã độ đèn bi đi ban đêm cực sáng và an toàn . Hệ thống lái ổn định . Nội thất đã bọc ghế loại *** . Lót sàng đẹp . Trần da nỉ . Màn hình xem youtube . Cam lùi . Dán film toàn xe . Xe sẵn đi . Một chủ mua từ mới .
p27_s8_1774763971,Mazda 2,MT,2012.0,188.0,82155.0,Số sàn,Xăng,Hatchback,Khác,Trắng,False,5,car_p27_s8_1774763971,"Mazda 2 đời 2012 màu trắng, xe nhỏ gọn, phù hợp đi phố.   - Số sàn, tiết kiệm nhiên liệu.   - ODO 82155 km.   - Xe 5 chỗ, nội thất sạch sẽ.   - Động cơ xăng, vận hành ổn định. - Xe gia đình,không chạy dịch vụ dù chỉ 1h - Cực kì tiết kiệm nhiên liệu,xăng ăn như xe máy,quá phù hợp trong giai đoạn giá xăng đang tăng cao. - Giá bán:188 triệu. -ACE vừa mắt xin gọi trực tiếp mình ạ!"
p32_s8_1774765158,Mazda Other,3.7 AT 4WD,2012.0,333.0,100000.0,Tự động,Xăng,SUV / Cross over,Khác,Vàng,False,7,car_p32_s8_1774765158,"CX9 3.7AT AWD sx 2012 nhập khẩu, tên cá nhân, ghế da bò, chìa smarkey, cửa sổ trời, điều hoà auto 3 vùng độc lập, tích hợp volang, ga tự động, vân gỗ cacbon, loa bose, ghế điện nhớ 3 vị trị, bầu trời công nghệ, lốp mới, đăng kiểm vừa khám.   “Chẳng có gì là tự nhiên rẻ. Đã rẻ thì không có xe đẹp, đã đẹp thì không có rẻ” ⭐️5 TIÊU CHÍ VÀNG Tại VĨNH CƯỜNG AUTO 1.Xe không bị tai nạn. 2.Xe không đại tu động cơ và hộp số. 3.Xe không bị thuỷ kích. 4.Xe không bị phạt nguội. 5.Giấy tờ theo xe hợp lệ,đủ điều kiện mua, bán, sang tên. ⭐️HOÀN TIỀN NẾU SAI 5 TIÊU CHÍ VÀNG 👉Hỗ trợ Bank lên tới 75%. 👉Rút hồ sơ miễn phí."
p6_s1_1774727242,BT-50,3.2L 4x4 AT,2013.0,285.0,170000.0,Tự động,Dầu,Bán tải,Khác,Khác,False,5,car_p6_s1_1774727242,"🚙 BÁN MAZDA BT-50 3.2 TỰ ĐỘNG – 2 CẦU MẠNH MẼ  • Xe: Mazda BT-50 3.2 AT  • Dẫn động: 2 cầu (4x4)  • Hộp số: Tự động  • Máy dầu 3.2 mạnh mẽ, chạy khỏe, tiết kiệm  • Xe gia đình sử dụng kỹ, máy móc nguyên bản  • Nội thất sạch đẹp, hoạt động ổn định  • Phù hợp đi công trình, đi rừng, hoặc gia đình thích bán tải mạnh  📍 Xe xem tại: Đà Nẵng  💰 Giá: (285 triệu) – còn thương lượng  📞 Liên hệ: (số điện thoại của bạn)"
p15_s17_1774759409,Mazda 3,AT,2013.0,280.0,120000.0,Tự động,Xăng,Sedan,Việt Nam,Cam,False,4,car_p15_s17_1774759409,"Keo chỉ , máy móc , nguyên bản  Nội thất lung linh  Lốp dự phòng mới tinh  Cửa sổ trời  Màn hình + cam lùi"
p22_s11_1774760967,BT-50,3.2L 4x4 AT,2013.0,295.0,170000.0,Tự động,Dầu,Pick-up (bán tải),Thái Lan,Nâu,False,5,car_p22_s11_1774760967,"Cần tiền bán xe mazda bt50, sx 2013 nhập khẩu thái lan, stđ 2 cầu. Xe vừa sơn quây, máy làm lại ngon. Cột kèo keo zin, có cảm biến áp suất lốp,màn hình androi cam hành trình cam lùi đầy đủ. Giá mong muốn 295tr có thương lượng. Ac có nhu cầu lh:*** Xem xe thủ đức, tphcm."
p28_s2_1774764077,Mazda 2,1.5 AT,2013.0,245.0,50000.0,Tự động,Xăng,Hatchback,Thái Lan,Cam,False,5,car_p28_s2_1774764077,Mazda 2 S sports xe nhập khẩu  Xe nhà trùm mền it sử dụng 1.5 số tự động.  Ghế da xịn theo xe . Tất cả còn original 90% Rất êm và rất tiết kiệm nguyên liệu  Xe cá nhân. Dư dùng bán. Bảo đảm cam kết xe  Original tất cả
p38_s0_1774766251,Mazda 2,Unknown,2013.0,245.0,44000.0,Tự động,Xăng,Hatchback,Khác,Khác,True,5,car_p38_s0_1774766251,Mazda 2s -2013 -1 chủ từ dau  odo 44k km xe đẹp nhỏ gọn de thương cho quý cô dì di chợ dua đón học sinh  giá 245tr
p49_s14_1774768898,Mazda 3,S 1.6 AT Sedan,2013.0,268.0,118000.0,Tự động,Xăng,Sedan,Khác,Khác,True,5,car_p49_s14_1774768898,"Mazda 3S AT sedan 12/2013  - động cơ 1.6 số tự động. - 1 chủ mua mới  - Full lịch sử hãng - 2 chìa khoá zin - Phân khúc C chạy đầm, cửa sổ trời, chi phí sửa chữa thâp - tình trạng xe máy số zin, keo chỉ.  - pháp lý chuẩn bao rút hồ sơ  Giá 280 tr xem xe"
p50_s3_1774769014,Mazda 3,1.6 AT Sedan,2013.0,268.0,110000.0,Tự động,Xăng,Sedan,Việt Nam,Đen,True,5,car_p50_s3_1774769014,Mazda 3s 2013 đăng ký 12/2013 xe zin nguyên bản odo 11v xe zin đẹp ko lỗi ko đâm đụng ngập nước 1 chủ mua mới  bao check test bao rút hô sơ hố trợ sang tên nhanh chóng Giá 268tr thương lượng xem xe ở quân 12 tphcm Lh hoặc ib zalo
